id,state,name,address_line1,address_line2,city,district,pin_code
19426,Rajasthan,"Ranthambore Mahavidhyalaya, Sawaimadhopur",Janpath Near Pushp Ke Balaji Circut House Road Sawai Madhopur,Sawai Madhopur,Sawai Madhopur,Sawai Madhopur,322001
52552,Telangana,"Azmeera Rekha Syam (ARS) Degree College,Khanapur (V&M)",PADMAVATHINAGAR,KHANAPUR,KHANAPUR,Adilabad,504203
35381,Madhya Pradesh,"VVM Nursing College, E-14, Opp. Income Tax Colony Kotra, Bhopal",V V M COLLEGE OF NURSING,"AADAMPUR, RAISEN ROAD, NEAR SAM COLLEGE OF TECHNOLOGY",BHOPAL,Bhopal,462021
47592,Uttrakhand,"SHRI JAGADDEVA SINGH SANSKRIT MAHAVIDYALAYA, SAPTRISHI ASHRAMA, SAPTSAROWAR, HARIDWAR",Saptrishi Ashram,"Sapt Sarovar, Post-Sadhubela",NA,Hardwar,249401
10092,Karnataka,"BVVS's BASAVESHWAR ARTS COLLEGE, BAGALKOT","ILKAL ROAD, BAGALKOT","ILKAL ROAD, BAGALKOT",BAGALKOT,Bagalkot,587101
40207,Karnataka,T. John College of Pharmacy,"GOTTIGERE POST, BANNERGHATTA ROAD",BANGALORE,BANGAORE,Bangalore,560083
16917,Karnataka,"Shree Bharathi College, Vivekananda Road, Nanthoor, Mangalore","6TH CROSS, VIVEKANANDA ROAD",NANTHOOR PADAVU,Mangalore,Dakshina Kannada,575004
46038,Uttar Pradesh,"ALIGARH COLLEGE OF PHARMACY, ALIGARH",2.5 km from sasni gate,mathura Road,Aligarh,Aligarh,202001
28958,Uttar Pradesh,"RUDRA INSTITUTE OF TECHNOLOGY, NH-119, MAWANA KHURD, MEERUT Ph. 9897100201, 9415328178",NH-119,MAWANA KHURD,MEERUT,Meerut,250401
8682,Karnataka,KLE Society's Institute of Fashion Technology and apparel Design women college Belgaum-590001,"College Road,Lingaraj college campus Belgaum","College Road,Lingaraj college campus Belgaum 590001",Belgaum,Belgaum,590001
53476,Gujarat,AMULABA BED COLLEGE,AT.DANODARDA POST DHINOJ TA.CHANASMA DIST.PATAN,AT.DANODARDA POST DHINOJ TA.CHANASMA DIST.PATAN,DANODARDA,Patan,384225
21297,Uttrakhand,Institute of Management Studies,"10 Km Stone, Roorkee - Dehradun Highway",Village - Karaundi,Roorkee,Hardwar,247667
12231,Uttar Pradesh,"D.W.T. COLLEGE,",12/481 Mcrobertganj,12/481 Mcrobertganj,Kanpur,Kanpur Nagar,208001
51536,Karnataka,"GOVT. FIRST GRADE COLLEGE, KANYANA",POST KANYANA,BANTVAL TALUK,KANYANA,Dakshina Kannada,574279
32613,Madhya Pradesh,"Govt. College, Sailana",Govt. college Sailana Dist.Ratlam,Dist.Ratlam m.p.,Sailana,Ratlam,457550
35634,Karnataka,"Kanara Welfare Trusts B.Ed College, Janata Vidyalaya Campus, Dandeli.",JANATA VIDYALAYA CAMPUS DANDELI,POST DANDELI,DANDELI,Uttara Kannada,581325
39023,Rajasthan,"Alankar Mahila B.Ed. College, Jaipur",Kataria agriculture farm,"Sirsi road P.O-Panchyawala, Jaipur -302034",Jaipur,Jaipur,302034
27886,Punjab,"Pandit Mohan Lal SD College for Girls, Dera Baba Nanak Road, Fathehgarh Churian, Gurdaspur.","Dera Baba Nanak Road,",NA,Fatehgarh Churian,Gurdaspur,143602
38740,Rajasthan,"Smt. Nihal Kaure College, Bharatpur",Hallena Road,NA,Nadbai,Bharatpur,321602
45836,Rajasthan,"GOVERNMENT COLLEGE, THANAGAZI","SARISKA ROAD, THANAGAZI (ALWAR)","SARISKA ROAD, THANAGAZI (ALWAR)",THANAGAZI,Alwar,301022
16703,Nagaland,Zunheboto College,Zunheboto Govt. College,NA,Zunheboto,Zunheboto,798620
39774,Odisha,"S.N.College,Rajkanika, Kendrapara",AT/PO - RAJKANIKA,PS - RAJKANIKA,NA,Kendrapara,754220
5915,Gujarat,Sheth L. H. Science College,"At & Po : Mansa, Taluka: Mansa","Opp Bus Station, College Campus",Mansa,Gandhinagar,382845
36449,Tamil Nadu,"Thiruvalluvar Arts &Science College,Kurinjipadp-607 302",K.Nellikuppam Road.,Kurinjipadi post & T.K,Cuddalore,Cuddalore,607302
49574,Bihar,International School of Management,"Sarari-Usri Road, Sarari, Khagaul",NA,Patna,Patna,801105
46806,Uttar Pradesh,"SMT VIDYAWATI COLLEGE OF PHARMACY, JHANSI","GORAMACHHIYA, POST BARAGAON,",KANPUR ROAD,JHANSI,Jhansi,284121
10308,Punjab,"Sidana Institute of Management and Technology, Vill Khiala Khurd",vill Khiala Khurd Amritsar- Lopoke Road,Near Ram Tirath,Amritsar,Amritsar,143109
16028,Uttar Pradesh,Swami Sahajanand Snatkottar Mahavidyalaya Ghazipur,peer nagar ghazipur,NA,ghazipur,Ghazipur,233001
47589,Uttrakhand,"SHRI NIRMAL SANSKRIT MAHAVIDYALAYA, KANKHAL, HARIDWAR","Sati Ghat Kankhal, Hardwar",Haridwar,Haridwar,Hardwar,249404
49508,Kerala,PRIME COLLEGE OF PHARMACY,NEAR GOVT POLYTECHNIC COLLEGE,"PRIME NAGAR, ERATTAYAL",PALAKKAD,Palakkad,678551
50598,Rajasthan,"GOVERNMENT COLLEGE, NAWALGARH","SHRI SURYA MANDAL,","NEAR RAMDEV TEMPLE,",NAWALGARH,Jhunjhunun,333042
35047,Telangana,"SVN Degree College, Bichkunda (5036)",Door no 4- 85/ 4 Near markhandeya mandir,village bichkunda . mdl bichkunda,nizamabad,Nizamabad,503306
15849,Uttar Pradesh,"Mohammad Masud Khan Degree College,Magrawa Azamgarh",Magrawa,NA,Azamghar,Azamgarh,276205
17707,Karnataka,"Sri Yashodaramma Borappa Womens First Grade College, Chitradurga.","K. B. Extension, Opposite Fort,",Chitradurga.,Chitradurga.,Chitradurga,577501
42147,Maharashtra,"Pravara Rural Education Societys Arts, Commerce & Science College, Alkuti,Tal. Parner,Dist.Ahmednagar","A/P - Alkuti, Tal - Parner, Dist - Ahmednagar","A/P - Alkuti, Tal - Parner, Dist - Ahmednagar",Parner,Ahmadnagar,414305
16831,Karnataka,"Mangalore Institute of Fashion Technology Tripthi Cimplex, Baipass Road, Kankanady, Mangalore-2","shankar emporium bldg,opp kmc hospital, attavar,mangalore",NA,mangalore,Dakshina Kannada,575001
44456,Jharkhand,"TENUGHAT MAHAVIDYALAYA, TENUGHAT, BOKARO",TENUGHAT,R.B. TENUGHAT,R.B. TENUGHAT,Bokaro,829123
36500,Tamil Nadu,S.L.S.M.A.V.M.AYIRA VYSIAR COLLEGE,KALLAMPATTI,M.CHATRAPATTI POST,Madurai,Madurai,625014
52420,Uttar Pradesh,"Maa Gomti Balika Mahavidyalaya, Jakhaniya","Sadarjahanpur, Jakhaniya",NA,Ghazipur,Ghazipur,275203
16801,Karnataka,"Sri Dharmasthala Manjunatheshwara College, Ujire-574240, Belthangady","Sri Dharmasthala Manjunatheshwara College, Ujire-574240, Belthangady Taluk, Dakshina Kannada",NA,Ujire,Dakshina Kannada,574240
11608,Kerala,"College of Nursing, Medical Trust Hospital, HOC Township Back Side Road, Irimpanam P.O., Ernakulam - 682 308",HOC TOWNSHIP BACKSIDE ROAD,"IRIMPANAM, 682309",THRIPOONITHURA,Ernakulam,682309
38687,Rajasthan,"Priya TT College, Sikar",KHICHRO KA BASS,"CHOUDHARY DHARM KANTA, JAIPUR ROAD,SIKAR",SIKAR,Sikar,332001
42206,Maharashtra,"Indian Institute of Cost and Management Studies and Research Indsearch, Law College Road, Erandawana, Pune 411004","37/2/2/4, Bavdhan Khurd, Pirangut Road",NA,Pune,Pune,411021
6134,West Bengal,Govt. College of Engineering and Ceramic Technology 113,"73, Abinash Chandra Banerjee Lane",Kolkata-700010,Kolkata,Kolkata,700010
27109,Bihar,"B.P.J.P.S. Mahila College, Rajpur","B.P.J.P.S. Mahila College, Rajpur",NA,Rohtas,Rohtas,802219
28698,Uttar Pradesh,"SWAMI SWAROOPANAND INSTITUTE OF MGMT & TECHNOLOGY GRAHI PUKHTA, MUZAFFARNAGAR","SWAMI SWAROOPANAND INSTITUTE OF MGMT & TECHNOLOGY GRAHI PUKHTA, MUZAFFARNAGAR","SWAMI SWAROOPANAND INSTITUTE OF MGMT & TECHNOLOGY GRAHI PUKHTA, MUZAFFARNAGAR",shamli,Muzaffarnagar,247776
27149,Bihar,"D.K. College, Dumraon",AT./P.O.- Dumraon,NA,Dumraon,Buxar,802136
19155,Madhya Pradesh,"Govt. Chartshal Maharaja P.G. Coll., Maharajpur",Main Road,Maharajpur,Maharajpur,Chhatarpur,471501
48535,Tamil Nadu,"GOVERNMENT ARTS AND SCIENCE COLLEGE, HOSUR",Mullainagar,Rayakottai Road,Hosur.,Krishnagiri,635109
46741,Uttar Pradesh,"BHAVDIYA INSTITUTE OF BUSINESS MANAGEMENT, FAIZABAD","NH 28, FAIZABAD-LUCKNOW HIGHWAY, SEWAR","PO. BADAGAON, TEHSIL. SOHAWAL",FAIZABAD,Faizabad,224126
49174,Chhatisgarh,"SMT UKIYA DEVI SMRITI COLLEGE, RAIGARH",BHATALI RAOD SARIYA,BHATALI ROAD SARIYA,SARIYA,Raigarh,496554
50124,Uttar Pradesh,MAHARAJA HRISHCHANDRA COLLEGE OF LAW,GAURKHERA,SAWAYAJPUR,HARDOI,Hardoi,241123
10950,Odisha,"B.B Mahavidyalaya, Harichandanpur","AT/PO-HARICHANDANPUR, DIST-KEONJHAR, PIN-758028",NA,NA,Kendujhar,758028
13708,Uttar Pradesh,"Srinath Baba Mahavidyala, Esari, Salempur, Ballia",VILLAGE POST ESARI SALEMPUR,TEHSIL RASRA,BALLIA,Ballia,221709
6604,Madhya Pradesh,"Government Purushottam Sanskrit College, Khajurital, Satna",Khajurital,NA,Khajurital,Satna,485775
31709,Madhya Pradesh,"Gov.College, Tarana",Bajrang Colony Tarana,Behind Vtenary Hospital,Tarana,Ujjain,456665
12033,Uttar Pradesh,"SMT. MANORAMA MAHAVIDYALAYA, FAFOOND ROAD,","PHAPHUND ROAD, AURAIYA",AURAIYA,AURAIYA,Auraiya,206122
49858,Chhatisgarh,GOVERNMENT COLLEGE PREMNAGAR,0,GOVT COLLEGE PREMNAGAR,PREMNAGAR,Surajpur,497333
44685,West Bengal,Padmaja Naidu College of Music,"Kazirhat,","LaKURDI,",Burdwan,Barddhaman,713102
9723,Chhatisgarh,"Govt. Navin College, Bhaiyathan",0,Govt.College Bhaiyathan,Bhaiyathan,Surguja,497231
49751,Chhatisgarh,GOVERNMENT COLLEGE DURGKONDAL,DURGUKONDAL,DIST - U.B.KANER C.G.,DURGUKONDAL,Uttar Bastar Kanker,494669
20829,Karnataka,"V.E.T First Grade College, 14th Main Road, 2nd Stage, J.P. Nagar, Banglore-560078","#18, 14th Main","J.P.Nagar 2nd phase, Bangalore - 560078",Bangalore,Bangalore,560078
52277,Madhya Pradesh,"GWALIOR COLLEGE OF EDUCATION, GRAM BARAUA NURABAD GWALIOR",GRAM BARAUA NURABAD,NA,GWALIOR,Gwalior,474010
35377,Madhya Pradesh,"Govt. Kusum College, Seoni Malwa, Hoshangabad",Govt.Kusum College,Hoshangabad-Khandwa main road,Seoni Malwa,Hoshangabad,461221
26186,Telangana,Shree Swaminarayan Gurukul College of Education,"Yenkapally, Chevella Road",Moinabad Mandal,HYDERABAD,Rangareddy,500075
53551,Uttar Pradesh,"GYAN STHALI DEGREE COLLEGE, BHARTHANA",SHUKLA GANJ,BHARTHANA,BHARTHANA,Etawah,206242
21927,Uttrakhand,"Ganna Krishak Govt.Girls Degree College, Kichha",HALDWANI ROAD BANDIYA,BANDIYA,KICHHA,Udham Singh Nagar,263148
29095,Uttar Pradesh,"YOGINATH DEGREE COLLEGE SAROORPUR KALAN, BAGHPAT, Ph. 0121-2258919","VILL & POST SARURPUR KALAN, BAGHPAT U.P","VILL & POST SARURPUR KALAN, BAGHPAT U.P",BAGHPAT,Baghpat,250619
28940,Uttar Pradesh,"MKR (PG) INSTITUTE OF TECHNOLOGY HASANPUR MUSSOORIE, ON DELHI BAGHPAT ROAD, KHEKRA, BAGHPAT MOB. No. 09528102313, 09634297268, 09319854166 Ph. 0121-2232309, 2232965",HASANPUR MUSSOORIE,KHEKRA,BAGHPAT,Baghpat,250101
12431,Uttar Pradesh,"SRI SHIVDAYAL PAL MAHAVIDYALAYA, SEMRA CHAURAHA,",SEMRA CHAURAHA POST SUGWAN HARDOI,SEMRA CHAURAHA POST SUGWAN HARDOI,HARDOI,Hardoi,241001
46769,Uttar Pradesh,"CHANDRA MAULI INSTITUTE OF MANAGEMENT SCIENCES AND TECHNOLOGY, GORAKHPUR",11 KM NH 28 KASAYA ROAD VILL- RUDRAPUR KUSHMI BAZAR GORAKHPUR,11 KM NH 28 KASAYA ROAD VILL- RUDRAPUR KUSHMI BAZAR GORAKHPUR,GORAKHPUR,Gorakhpur,273002
43361,West Bengal,Madhyamgram B.Ed College,"20/3/A, Nadibhag, Badu Road, Madhyamgram, Kolkata - 128","20/3/A, Nadibhag, Badu Road, Madhyamgram, Kolkata - 128",Madhyamgram,North Twenty Four Parganas,700128
15007,Tamil Nadu,Universal College of Education,"Anbagam Campus , Post Box :1",Radhapuram,Vallioor,Tirunelveli,627117
20836,Karnataka,"St.Anns Womens College, Ramamurthynagar, Bangalore -16","St. Anne's First Grade College For Women,","Ramamurthy Nagar, Bangalore-16",Bangalore,Bangalore,560016
34288,Maharashtra,"Ashvaghosh Education & Vyayam Prasarak Mandal's College of Physical Education, Gymnasium Hall, N-1, Cidco","Gymnasium Building, Behind Lions Eye Hospital","CIDCO, N-1,",Aurangabad,Aurangabad,431003
33447,Madhya Pradesh,"Vivek Jyoti College, Balaghat","WARD NO 24, SURBHI NAGAR",BALAGHAT,BALAGHAT,Balaghat,481001
1436,Karnataka,"Amrutha Institute of Engineering & Management Sciences, BANGALORE","Bidadi Industrial Area, Near Toyota Kirloskar Motors,off Mysore road","Bidadi,Bangalore-562109",Bangalore,Bangalore,562109
36206,Madhya Pradesh,"""GICTS College of Professional Education, Mahadji Nagar, Chidwal, Shivpuri Link Road, Gwalior-474001""","Mahadji Nagar, Chidwal,","Shivpuri Link Road,",Lashkar,Gwalior,474001
18010,Andhra Pradesh,"Velagapudi RamlaKrishna Siddhartha Engineering College, Vasantha Nagar, Kanuru, Vijayawada-520007(CC-8W)",MACHILIPATNAM ROAD,KANURU,VIJAYAWADA - 520007,Krishna,520007
17001,Karnataka,"Sacred Heart College, Madanthyar-574224",Madanthyar,"Belthangady Taluk,",Madanthyar,Dakshina Kannada,574224
18115,Andhra Pradesh,"BEST Institute of Professional Studies, K.N.Road, Tadepalli Village, Tadepalligudem, PIN-534101(CC-2U)","K .N. ROAD, BYE-PASS JUNCTION, TADEPALLI(V)",NA,TADEPALLIGUDEM,West Godavari,534101
6593,Gujarat,ASPEE College of Horticulture and Forestry,"Navsari Agricultural University,","Nr. Eru Char Rasta, At & Po- Eru, Ta-Jalalpore",Navsari 396 450,Navsari,396450
8299,Mizoram,Institute of Advanced Study in Education,Republic Field Veng,"Post box 46,",Aizawl,Aizawl,796001
46429,Rajasthan,"AKLANK GIRLS COLLEGE BASANT VIHAR, KOTA",Basant Vihar,NA,Kota,Kota,324009
7516,Maharashtra,"D.S.M.'s Arts Commerce & Science College, Jintur","Dnyangiri Campus, Yeldari Road",NA,JINTUR,Parbhani,431509
34709,Madhya Pradesh,SHITALA EDUCATION COLLEGE DABRA,Gwalior Jhansi Road Dabra,Near Daank bangla,Dabra,Gwalior,475110
14721,Tamil Nadu,St. Anthonys College of Education,Angel Nagar,Mannarpuram,Thisayanvilai - 627 657,Tirunelveli,627657
49454,West Bengal,"EAST WEST MODEL EDUCATION INSTITUTE, BURDWAN","SURI ROAD,",P.O - TALIT,BURDWAN,Barddhaman,713141
19069,West Bengal,Moyna College,Moyna,NA,NA,Purba Medinipur,721629
9807,Karnataka,"Government Law College, Hassan","Opposite to District Stadium, Government Colleges' Campus",Salagame Road,Hassan,Hassan,573201
36198,Madhya Pradesh,"GITS (Gwalior Institute of Technology & Science), Shivpuri Link Road, Kedarpur, Gwalior","Shivpuri Link Road, Kedarpur,",Lashkar,GWALIOR,Gwalior,474001
34463,Maharashtra,"Shetkari Shikshan Prasarak Mandal's, College of Education, Ashti.",Gangai Nagar Ashti Near Rural Hospital Ashti Dist. Beed,near rural govt.hospital ashti dist beed,ashti,Bid,414203
39203,Rajasthan,"Dr. Mohan Lal Peeramal Balika Mahavi., Jhunjhunun",bagar,bagar,jhunjhunu,Jhunjhunun,333023
7327,Maharashtra,"Dayanand Science College, Latur","Barshi Road, Latur",NA,Latur,Latur,413531
18700,Maharashtra,"Chatrapati Shivaji College of Physical Education, Katol",Nagpur,Khutambaroad Katol. Dist. Nagpur.,Katol,Nagpur,441302
17486,Karnataka,"Government First Grade College, Hallimysore",Hallimysore,Holenarasipura,Holenarasipura,Hassan,573210
18061,Andhra Pradesh,"Narasaraopeta Institute of Technology, Kotappakonda Road, Yellamanda(P.O), Narasaraopet, PIN-522601 (CC-KH)",Kotappakonda Road,Yallamanda Post,Narasaraopet,Guntur,522601
35280,Madhya Pradesh,"Kalawati Smriti College, AShatha, Sehore",OLD DUSSHEHRA MAIDAN,NEAR GOKULDHAM GARDEN,ASHTA,Sehore,466116
47613,Uttrakhand,"DAIVI SAMPAD ADHYATMA SANSKRIT MAHAVIDYALAYA, PARMARTHA NIKETAN, PO- SWARGASHRAMA, PAURI-GARHWAL","Parmarth Niketan,",Swargashram,Rishikesh,Garhwal,249304
9009,Maharashtra,"250043-SSVPS'S SMT.P.B.BAGAL ARTS & COMMERCE COLLEGE, DONDAICHA, TAL SHINDKHEDA, DHULE","Shahada Division Road, Dondaicha",Dondaicha,Dondaicha,Dhule,425408
50709,Maharashtra,"COLLAGE OF AGRICULTURE, KARAD","COLLAGE OF AGRICULTURE, KARAD, post Box No.80",NA,Karad,Satara,415110
16672,Uttrakhand,College of Home Science,G.B. Pant University of Agriculture & Technology,Main Campus,Pantnagar,Udham Singh Nagar,263145
15627,Chhatisgarh,"Kruti Institute of Technology and Engineering Knowledge Village,",Nardaha,NA,Raipur,Raipur,493111
52259,Madhya Pradesh,PATIRAM SHIVHARE INSTITUTE OF TEACHER EDUCATION,GRAM PUR,GWALIOR ROAD,BHIND,Bhind,477001
18951,Maharashtra,"Gurunanak College of Pharmacy, Dikshit nagar",Mouza Nari Khasra No.81/1 Near Dixit Nagar,Nari,NAGPUR,Nagpur,440026
14490,Tamil Nadu,Dhanalakshmi Srinivasan College of Education for Women,"Thuraiyur Road,",Perambalur - 621212,Perambalur,Perambalur,621212
30278,Andhra Pradesh,Sri Malayala Swamy College of Education,"SRI KRISHNAGEETASHRAMAM,GANDHI ROAD",PRODDATUR-516360,PRODDATUR,Y.S.R.,516360
49578,Bihar,Mundeshwari College For Teacher Education,"Vill-Sarari, Post-Khagaul, PS- Shahpur",NA,Patna,Patna,801105
16840,Karnataka,"Madhava Pai Memorial College, Manipal","Madhava Pai Memorial College, Manipal",VIDYA NAGAR,MANIPAL - 576104,Udupi,576104
38958,Rajasthan,"Govt. P.G. College, Dhaulpur","Govt. College, Dhaulpur","Twari Bagh, Jail Road, Dhaulpur",Dhaulpur,Dhaulpur,328001
36382,Tamil Nadu,"Bharathi Women's Arts &Science College ,Thatghur,Kaalakurugchi-606 202","SALEM MAIN ROAD, THATCHUR",KALLAKURICHI-606 202,KALLAKURICHI,Viluppuram,606213
13084,Rajasthan,"Smt. Rama Devi B.Ed. College, Bijainagar",Bajrang Colony,NA,Bijainagar,Ajmer,305624
11531,Himachal Pradesh,"L.R. Institutes of Pharmacy, Jabli-Kyar, Oachghat Distt Solan",Village Jabli-Kyar,PO Ochghat,Solan,Solan,173223
19562,Telangana,Malla Reddy Institute of Engineering and Technology,"S/NO 631,632/1,629,630,632,641/1","MAISAMMAGUDA, DHULAPALLY,POST VIA HAKIMPET",SECUNDERA BAD,Hyderabad,500100
8470,Assam,"Pitambordev Goswami College P.O. Garamur Satra, Majuli Dist. Jorhat. Pin. 785104","P.O-Garamur satra, Majuli, Dist-Jorhat Pin- 785104 Assam",NA,Majuli,Jorhat,785104
14690,Tamil Nadu,Kongunadu College of Education,Namakkal-Trichy Main Road,"Tholurpatti Post, Thottiam Taluk",Trichy,Tiruchirappalli,621215
11922,West Bengal,Azad Hind Fouz Smriti Mahavidyalaya,"Domjur, Howrah",PIN - 711405,NA,Haora,711405
14361,Uttar Pradesh,"Srimati Subhraji Devi Degree College, Tiwaripur, Badhyapar, Gorakhpur",VILL- BARHYAPAR,POST- BARHYAPAR,GORAKHPUR,Gorakhpur,273213
36562,Tamil Nadu,MADURAI GANDHI NMR SUBBARAMAN COLLEGE FOR WOMEN,"4A TEPPAKULAM, ANUPANADI ROAD",NA,MADURAI,Madurai,625009
53437,Maharashtra,"Shriram College of Agriculture Business Management, Paniv",A/P Paniv Tal- Malshiras Dist- Solapur,NA,NA,Solapur,413107
16898,Karnataka,"Prasanna College of Education, Ujire-574240",D.M gowda Building Ujire,Ujire,Belthangady,Dakshina Kannada,574240
12471,Uttar Pradesh,"SRI C.B. SINGH MEMORIAL SHIKSHAN SANSTHAN, JHINJHAK,",Dwarika Gang,Jhinjhak kanpur dehat,Jhinjhak kanpur dehat,Kanpur Dehat,209302
46379,Uttar Pradesh,"MARATHWADA INSTITUTE OF TECHNOLOGY, BULANDSHAHAR",DHAMERA -CHOLA,POST ROOPWAS PANCHGAI,BULANDSHAHR,Bulandshahr,203001
27482,Telangana,"Government Degree College, Utnoor",KB Complex,Utnoor,Utnoor,Adilabad,504311
53507,Uttar Pradesh,RUSTAM DEGREE COLLEGE FIROZPUR BINDKI FATEHPUR,"Vill- Firozpur, Post- Basant Khera",Tahsil-Bindki,Fatehpur,Fatehpur,212657
51164,Uttar Pradesh,"Ram Suresh Singh Mahavidyalaya, Mirzapur","DIXITPUR, PACHEWARA, SHIVSHANKARIDHAM","NARAYANPUR, CHUNAR",MIRZAPUR,Mirzapur,231305
52947,Uttar Pradesh,Indraprastha Law College,PLOT NO.7,KNOWLEDGE PARK-III,GREATER NOIDA,Gautam Buddha Nagar,201308
53626,Uttrakhand,SATYENDRA CHANDRA GURIA LAW COLLEGE,NEAR KENDRIYA VIDHYALA,BAZPUR ROAD,KASHIPUR,Udham Singh Nagar,244713
14296,Uttar Pradesh,"Maharaja Agrsen College of Commerece, Deoria",JALKAL ROAD,NEAR POST MARTAM CHAURAHA,DEORIA,Deoria,274001
33862,Maharashtra,"Shri Vile Parle Kelavani Mandals Usha Pravin Gandhi College of Management, Bhaktivedant Swami Marg, Juhu Scheme, Vile Parle West, Mumbai - 400056","Bhakti Vedanta Swami Marg,","Juhu Scheme,","Vile Parle (West),",Mumbai Suburban,400056
35180,Madhya Pradesh,"Prabhat College, Prabhat Pattan, Multai, Betul",BLP COLONY PRABHAT PATTAN,TEH.MULTAI,BETUL,Betul,460665
8979,Maharashtra,"100003-EU'S DR. ANNASAHEB G.D.BENDALE MAHILA MAHAVIDYALAYA, JALGAON.",LEWA EDUCATIONAL UNION,DR. ANNASAHEB G. D. BENDALE MAHILA MAHAVIDYALAYA,JALGAON,Jalgaon,425001
10324,Punjab,"Global Institute of Management, Sohian Khurd","11Km Stone,Sohian Khurd,Batala Road Amritsar","11Km Stone,Sohian Khurd,Batala Road Amritsar",Amritsar,Amritsar,143501
41064,Tamil Nadu,Sankara College of Science and Commerce,SARAVANAMPATTY,NA,COIMBATORE,Coimbatore,641035
21223,Karnataka,"Smt. VHD Institute of Home Science, Palace Rd, Bangalore-1","Seshadri Road,Next to Old Central Jail(Freedom Park)","Seshadri Road,Next to Old Central Jail(Freedom Park)",BANGALORE 560 001,Bangalore,560001
50030,Karnataka,"BILURU GURUBASAVA MAHASWAMIJI INSTITUTE OF TECHNOLOGY, MUDHOL",BILURU GURUBASAVA MAHASWAMIJI INSTITUTE OF TECHNOLOGY,MANTUR ROAD,MUDHOL,Bagalkot,587313
9823,Karnataka,"CMR Law School, Bangalore","No. 5 Bhuvanagiri, OMBR Layout","Banaswadi, Bangalore - 560043",Bangalore,Bangalore,560043
53471,Gujarat,"Shri Kashi Vishwanath Sanskrit Mahavidyalaya, Ahmedabad","Sanyas Asram, asram road",NA,Ahemadabad,Ahmadabad,380006
30868,Goa,Ponda Education Societys College of Education Farmagudi Ponda,"P.O. Box 3, Farmagudi, Ponda Goa","Ponda-Panjim Highway, Farmagudi, Ponda Goa",Ponda,North Goa,403401
27047,Tamil Nadu,Tamizhan College of Engineering and Technology,"Tamilan Nagar ,",Chenbagaramanputhoor,nagercoil,Kanniyakumari,629304
53473,Gujarat,Merchant Physiotherapy College,"Merchant Education Campus, Basana","Mehsana-Visnagar Highway, Ta-Mehsana",Gadha (Basana),Mahesana,384380
14947,Tamil Nadu,Sivanthi College of Education,"Metha Nagar, Andarkuppam,",Kundrathur,Chennai - 600 069.,Chennai,600069
29009,Uttar Pradesh,"D.A.V. DEGREE COLLEGE BUDANA, MUZAFFARNGAR","D.A.V. DEGREE COLLEGE BUDHANA, MUZAFFARNAGAR","D.A.V. DEGREE COLLEGE BUDHANA, MUZAFFARNAGAR",MUZAFFARNAGAR,Muzaffarnagar,251309
18150,Andhra Pradesh,"Adarsh College of Engineering, NH-214, Chebrolu,PIN-533449 (CC-HN)","NH-216, CHEBROLU-533449, GOLLAPROLU (M),","NEAR KAKINADA, EAST GODAVARI DISTRICT, ANDHRA PRADESH",KAKINADA,East Godavari,533449
13367,Uttar Pradesh,Swami Shukdevanand Mahavidyalaya,Mumukshu Ashram,NA,Shahjahanpur,Shahjahanpur,242226
11375,Himachal Pradesh,"Laureate Institute of Computer & IT Kathog, Jawalaji, Distt Kangra",VPO Kathog Tehsil Dehra District Kangra,Himachal Pradesh,Jawala Ji,Kangra,177101
40336,Karnataka,S.J.M. Institute of Nursing Sciences,"S.J.M. Institute of Nursing Sciences,Basaveshwara Hospital Campus,","NH-4 ,By-pass, Near Housing Board Colony,Chitradurga-577 501",CHITRADURGA,Chitradurga,577501
36438,Tamil Nadu,"Adiparasakthi college of arts&Science,(Autonomous),G.B.Nagar,Kalavai-632506",Adhiparasakthi college of arts &Science(Autonomous),"G.B.Nagar,Kalavai-632506,Vellore(D.T)",vellore,Vellore,632001
28997,Uttar Pradesh,"LLOYED INST. OF MANAGEMENT & TECHNOLOGY PLOT N0-11 KNOWLEDGE PARK-II, GREATER NOIDA Ph. No :- 23202749",PLOT NO - 11,KNOWLEDGE PARK - II,GREATER NOIDA,Gautam Buddha Nagar,201306
18596,Maharashtra,Namdeorao Poreddywar College of Engineering and Technology Dhanora road,"AT Mouza Bodali , Dhanora Road",Gadchiroli,Gadchiroli,Gadchiroli,442605
33839,Maharashtra,Dr B B Gaitonde Charitable Trusts B S Bandekar College of Fine Art (Applied Art) At Sawantwadi Dist-Sindhudurg 416 510,Survey No. 54/01,"near forest Bhavan, Salaiwada,",Sawantwadi,Sindhudurg,416510
47862,Tamil Nadu,"J.K.K. MUNIRAJAH MEDICAL RESEARCH FOUNDATION, ANNAI J.K.K. SAMPOORANI AMMAL COLLEGE OF PHARMACY (Inst. Code - 082), ETHIRUMEDU",ETHIR MEDU,VALAIYAKARANUR POST,KOMARAPALAYAM,Namakkal,638183
34699,Madhya Pradesh,RAJIV GANDHI MEMORIAL COLLEGE BARODA,kuhanjapur road,baroda,sheopur,Sheopur,476339
52914,Tamil Nadu,GANDHI COLLEGE OF ARTS AND SCIENCE FOR WOMEN,Nallur,NA,Kandampalayam,Namakkal,637203
18205,Maharashtra,RM Patel Women's Arts College,Rajgopalachare Ward,Civil LIne,Bhandara.,Bhandara,441904
